"filename", "language", "TypeScript", "SCSS", "vue", "JavaScript", "JSON", "JSON with Comments", "Markdown", "HTML", "Python", "MS SQL", "pip requirements", "comment", "blank", "total"
"/Users/sunminghao/Desktop/EvoLabeler/backend/README.md", "Markdown", 0, 0, 0, 0, 0, 0, -426, 0, 0, 0, 0, 0, -150, -576
"/Users/sunminghao/Desktop/EvoLabeler/backend/SUPABASE_KEY_FIX.md", "Markdown", 0, 0, 0, 0, 0, 0, -43, 0, 0, 0, 0, 0, -19, -62
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -6, -2, -9
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/agents/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/agents/acquisition_agent.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -322, 0, 0, -234, -87, -643
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/agents/analysis_agent.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -224, 0, 0, -253, -53, -530
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/agents/base_agent.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, -45, -12, -81
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/agents/inference_agent.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -243, 0, 0, -170, -59, -472
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/agents/prompts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -133, 0, 0, -19, -26, -178
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/agents/state.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, 0, -20, -13, -50
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/agents/training_agent.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -281, 0, 0, -161, -63, -505
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/api/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/api/v1/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/api/v1/endpoints/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/api/v1/endpoints/jobs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -149, 0, 0, -71, -42, -262
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/api/v1/endpoints/projects.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -222, 0, 0, -81, -41, -344
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/api/v1/schemas/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/api/v1/schemas/job.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -32, 0, 0, -13, -21, -66
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/api/v1/schemas/project.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -49, 0, 0, -13, -28, -90
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/core/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/core/config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -64, 0, 0, -19, -19, -102
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/core/logging_config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -71, 0, 0, -41, -29, -141
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/db/DATABASE_DESIGN.md", "Markdown", 0, 0, 0, 0, 0, 0, -450, 0, 0, 0, 0, 0, -121, -571
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/db/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -3
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/db/migrations/002_create_projects_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, -58, 0, -49, -34, -141
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/db/models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -23, 0, 0, -52, -13, -88
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/db/supabase_init.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -26, 0, 0, -22, -14, -62
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -129, 0, 0, -27, -36, -192
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/services/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/services/advanced_orchestrator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -269, 0, 0, -138, -68, -475
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/services/orchestrator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -117, 0, 0, -60, -26, -203
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/services/workflow_graph.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -68, 0, 0, -73, -28, -169
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/tools/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -3
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/tools/mcp_integration.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -338, 0, 0, -116, -64, -518
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/tools/mcp_tools.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -254, 0, 0, -65, -61, -380
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/tools/qwen_api_wrapper.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -113, 0, 0, -172, -23, -308
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/tools/remote_client.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -217, 0, 0, -124, -44, -385
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/tools/subprocess_executor.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -151, 0, 0, -67, -33, -251
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/tools/supabase_client.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -271, 0, 0, -160, -59, -490
"/Users/sunminghao/Desktop/EvoLabeler/backend/app/tools/web_crawler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -105, 0, 0, -72, -43, -220
"/Users/sunminghao/Desktop/EvoLabeler/backend/docs/API.md", "Markdown", 0, 0, 0, 0, 0, 0, -316, 0, 0, 0, 0, 0, -79, -395
"/Users/sunminghao/Desktop/EvoLabeler/backend/docs/ARCHITECTURE.md", "Markdown", 0, 0, 0, 0, 0, 0, -340, 0, 0, 0, 0, 0, -109, -449
"/Users/sunminghao/Desktop/EvoLabeler/backend/docs/DevelopPrompt.md", "Markdown", 0, 0, 0, 0, 0, 0, -133, 0, 0, 0, 0, 0, -26, -159
"/Users/sunminghao/Desktop/EvoLabeler/backend/docs/PROJECT_MANAGEMENT.md", "Markdown", 0, 0, 0, 0, 0, 0, -188, 0, 0, 0, 0, 0, -81, -269
"/Users/sunminghao/Desktop/EvoLabeler/backend/docs/PROJECT_SUMMARY.md", "Markdown", 0, 0, 0, 0, 0, 0, -243, 0, 0, 0, 0, 0, -67, -310
"/Users/sunminghao/Desktop/EvoLabeler/backend/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -10, -10, -39
"/Users/sunminghao/Desktop/EvoLabeler/backend/run.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -22, 0, 0, -8, -9, -39
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/API_KEY_SOLUTION.md", "Markdown", 0, 0, 0, 0, 0, 0, -54, 0, 0, 0, 0, 0, -29, -83
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/create_tables_auto.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -158, 0, 0, -24, -28, -210
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/insert_test_data.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -256, 0, 0, -53, -67, -376
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/insert_test_data.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, -226, 0, -14, -11, -251
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/insert_test_projects.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -197, 0, 0, -18, -28, -243
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/setup_database.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -129, 0, 0, -42, -35, -206
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/setup_supabase.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, 0, -55, -16, -108
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/test_supabase_connection.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -43, 0, 0, -8, -15, -66
"/Users/sunminghao/Desktop/EvoLabeler/backend/scripts/verify_supabase_data.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -75, 0, 0, -12, -16, -103
"/Users/sunminghao/Desktop/EvoLabeler/backend/tests/TESTING_COMPLETE.md", "Markdown", 0, 0, 0, 0, 0, 0, -49, 0, 0, 0, 0, 0, -18, -67
"/Users/sunminghao/Desktop/EvoLabeler/backend/tests/quick_playwright_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -86, 0, 0, -18, -27, -131
"/Users/sunminghao/Desktop/EvoLabeler/backend/tests/test_full_system.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -403, 0, 0, -86, -119, -608
"/Users/sunminghao/Desktop/EvoLabeler/backend/tests/test_graph.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -130, 0, 0, -41, -26, -197
"/Users/sunminghao/Desktop/EvoLabeler/backend/tests/test_playwright_download_images.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -142, 0, 0, -41, -49, -232
"/Users/sunminghao/Desktop/EvoLabeler/backend/tests/test_results.json", "JSON", 0, 0, 0, 0, -192, 0, 0, 0, 0, 0, 0, 0, 0, -192
"/Users/sunminghao/Desktop/EvoLabeler/backend/tests/test_web_crawler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -221, 0, 0, -51, -76, -348
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/.eslintrc.cjs", "JavaScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/.prettierrc.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/BUILD_GUIDE.md", "Markdown", 0, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 119, 406
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/CO_PILOT_FEATURES.md", "Markdown", 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 3, 41, 178
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/QUICKSTART.md", "Markdown", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 32, 100
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 408, 0, 0, 0, 0, 0, 121, 529
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/electron/main.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 127
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/electron/preload.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 43
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 2, 15
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/package.json", "JSON", 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 1, 140
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/postcss.config.js", "JavaScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/App.vue", "vue", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 127
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/api/mocks/mock_logs.ts", "TypeScript", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 23, 173
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/api/mocks/mock_missions.ts", "TypeScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 114
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/api/mocks/mock_stream.ts", "TypeScript", 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 227
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/api/projects.ts", "TypeScript", 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 53, 387
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/api/types.ts", "TypeScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 14, 116
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/assets/styles/_variables.scss", "SCSS", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 27, 162
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/assets/styles/base.scss", "SCSS", 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 55, 299
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/assets/styles/themes.scss", "SCSS", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 26, 148
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/common/AnimatedCard.vue", "vue", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 138
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/common/LoadingSkeleton.vue", "vue", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 103
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/common/StatusBadge.vue", "vue", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 220
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/common/ThemeToggle.vue", "vue", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 224
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/copilot/WorkspaceHeader.vue", "vue", 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 305
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/dashboard/AgentStatusList.vue", "vue", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 223
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/dashboard/HeroSection.vue", "vue", 0, 0, 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 504
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/dashboard/ProjectCard.vue", "vue", 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 247
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/dashboard/ProjectList.vue", "vue", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 180
"/Users/sunminghao/Desktop/EvoLabeler/evolauncher-frontend/src/components/layout/AppErrorBoundary.vue", "vue", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 101
